"store_id","star_store","star_phone","zip_code","star_address"
"TW_10341","星巴克愛河門市","07-2823036","807","807高雄市前金區河東路356號1樓(愛河家樂福內)"
"TW_10342","星巴克小港國際站","07-8066590","812","812高雄市小港區中山四路二號(1F入境大廳)"
"TW_10343","星巴克大順富民門市","07-5567967","813","813高雄市左營區大順一路380號"
"TW_10344","星巴克新光左營門市SKMZuoying-1F","07-350-6003","813","813高雄市左營區高鐵路123號"
"TW_10345","星巴克漢神巨蛋門市","07-522-6714","813","813高雄市左營區博愛二路777號"
"TW_10346","星巴克高雄博愛","07-350-4261","813","813高雄市左營區博愛三路82號"
"TW_10347","星巴克左營高鐵","07-862-0622","813","813高雄市左營區新左營火車站高鐵路105號"
"TW_10348","星巴克裕誠門市","07-558-4770","813","813高雄市左營區裕誠路396號"
"TW_10349","星巴克高雄長庚門市","07-732-7928","833","833高雄市鳥松區大埤路123號2"
"TW_10350","星巴克佛陀館","07-656-5037","840","840高雄市大樹區統嶺路1號"
"TW_10351","星巴克義大城門市","07-656-8390","840","840高雄市大樹區學城路一段12號1樓"
"TW_10352","星巴克屏東門市","08-734-5833","900","900屏東縣屏東市太平洋百貨中正路72號"
"TW_10353","星巴克屏東自由門市","08-766-7359","900","900屏東縣屏東市自由路601號"
"TW_10354","星巴克海生館門市","08-882-5157","944","944屏東縣車城鄉後灣路2號"
"TW_10355","星巴克墾丁福華門市","08-886-3818","946","946屏東縣恆春鎮墾丁路2號"
"TW_10356","星巴克宜蘭新月門市","03-931-5756","260","260宜蘭縣宜蘭市新月廣場民權路二段38巷6號"
"TW_10357","星巴克宜蘭門市","03-931-0158","260","260宜蘭縣宜蘭市舊城東路56號"
"TW_10358","星巴克礁溪門市","039-887-863","262","262宜蘭縣礁溪鄉礁溪路5段118號"
"TW_10359","星巴克羅東門市","03-956-7312","265","265宜蘭縣羅東鎮興東路97號"
"TW_10360","星巴克傳藝觀景門市","03-950-8007","268","268宜蘭縣五結鄉五濱路二段201號"
"TW_10361","星巴克花蓮門市","038-343-243","970","970花蓮縣花蓮市中山路231號"
"TW_10362","星巴克花蓮中央門市","03-8462363","970","970花蓮縣花蓮市中央路四段11號"
"TW_10363","星巴克花蓮遠百門市","03-833-9613","970","970花蓮縣花蓮市遠東百貨和平路581號"
"TW_10364","星巴克台東門市","089-346-563","950","950台東縣台東市博愛路478號"
